attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,attr20,attr21,attr22,attr23,attr24,attr25,attr26,attr27,attr28,attr29,attr30,attr31,attr32,attr33,attr34,attr35,attr36,attr37,attr38,attr39,attr40,attr41,attr42,attr43,attr44,attr45,attr46,attr47,attr48,attr49,attr50,attr51,attr52,attr53,attr54,attr55,attr56,attr57,attr58,attr59,attr60,class
0.13274336283185842,0.05829404200600087,0.054533508541392904,0.0827389443651926,0.08217093583565813,0.039505509271701156,0.23241341991341993,0.20242557883131201,0.11328298533984896,0.15415415415415412,0.1748192258613356,0.15914419695193438,0.17993378436735283,0.10013406208105599,0.06239341960076235,0.07408915123142684,0.09087141228888197,0.15283116883116882,0.35619608668209546,0.3212756849315069,0.18813237774030353,0.24445353235865455,0.3846561407226873,0.5746337465423625,0.5535860655737704,0.49862319638726726,0.45078264523584416,0.6806298888431453,0.979403409090909,1.0,0.9879019073569483,0.9470905414513592,0.7544891315761839,0.6714361420243773,0.534315229620538,0.4549395161290323,0.47321233326044176,0.16678797961942393,0.03457727176892263,0.14989106753812634,0.15668789808917197,0.19511599511599512,0.3362213888529678,0.4954908528729709,0.533693488768837,0.33104772353263856,0.19503802969938427,0.06708595387840671,0.07824331145885917,0.22666666666666668,0.12450199203187251,0.02853067047075606,0.16103896103896104,0.3216374269005848,0.01360544217687075,0.046153846153846156,0.15625000000000003,0.08924485125858123,0.18181818181818182,0.013856812933025403,1
0.14233038348082597,0.07715387912558937,0.03810775295663601,0.03637660485021399,0.13771240172457516,0.13732867508734212,0.15665584415584416,0.09944873208379273,0.13534725307270845,0.14014014014014012,0.1097405359421523,0.13818874560375147,0.15934935943572764,0.13591832525523356,0.16541277961681214,0.1787095461021779,0.13117811625738268,0.13215584415584417,0.09499263622974964,0.08240582191780821,0.20204468802698144,0.2655147735405378,0.394934830984423,0.6355906157156029,0.9037909836065573,0.9999999999999999,0.7990335119235215,0.6005557842733635,0.5190746753246753,0.326408863321615,0.24675749318801093,0.06919793304875307,0.09051769400399033,0.14520402755696873,0.17684361256009004,0.17207661290322582,0.00852831839055325,0.07413954455651452,0.1466371494834493,0.257516339869281,0.32310364794441226,0.34969474969474973,0.24595887753782492,0.08966761144035042,0.10776229741256754,0.12479429511793748,0.07986236870699022,0.07307577118897875,0.1337708228167592,0.11515151515151514,0.1394422310756972,0.09415121255349501,0.15064935064935064,0.20760233918128654,0.18367346938775508,0.10256410256410257,0.07102272727272728,0.036613272311212815,0.1322314049586777,0.03926096997690531,1
0.09144542772861357,0.09258465495070725,0.02431011826544021,0.011887779362815027,0.03753487192493025,0.009137328675087337,0.1693722943722944,0.1982359426681367,0.10528653931585963,0.128986128986129,0.13781369629944704,0.08675263774912076,0.044479631495609614,0.0592966896978447,0.1487611595947437,0.12558518216975373,0.07429281939695369,0.16083116883116882,0.2626762045024195,0.2772902397260274,0.34622681281618883,0.5560781106226357,0.7332838825898059,0.8726564901137179,0.9024590163934426,0.7258508646326687,0.6699233112721925,0.6956566488266777,0.5803571428571428,0.3366357728773836,0.18790190735694826,0.24983149853965397,0.2304945920403234,0.2856385797562268,0.1799120384576046,0.22258064516129034,0.3099715722720315,0.2587085369657898,0.2688172043010753,0.2929193899782135,0.2689056166763173,0.2510378510378511,0.19565498512866933,0.23048183457871682,0.2630082456639181,0.23546352166758092,0.16262223831944947,0.19646600778676254,0.22463402322059564,0.13333333333333336,0.02390438247011952,0.07703281027104136,0.17402597402597403,0.3011695906432748,0.01360544217687075,0.046153846153846156,0.0625,0.12814645308924483,0.10468319559228649,0.09699769053117782,1
0.0752212389380531,0.02700385769395628,0.08672798948751642,0.12482168330955778,0.2150646715698706,0.31308787960225753,0.41774891774891776,0.4127894156560089,0.3385162150155487,0.294008294008294,0.12632922160782648,0.07590855803048066,0.3739743774291061,0.35938950190780655,0.5077740997090981,0.6543863220028496,0.6965081338721376,0.7435844155844155,0.8271617925520725,0.8494220890410958,0.9594224283305228,0.9834372763521113,0.8627741867118788,0.6314926749308473,0.49456967213114755,0.49278554906928074,0.6779073432083204,0.8442774804446275,0.8186891233766234,0.5698306168104825,0.26899182561307905,0.26443495843630643,0.25286149322692425,0.17816640169581346,0.1250894957553442,0.08820564516129031,0.058714191996501214,0.04710408651346573,0.05513388150959307,0.15577342047930282,0.22675159235668788,0.2648351648351649,0.1338419759472391,0.22172120587477454,0.28675007108330963,0.24506308283049918,0.20137631293009778,0.11919736448038336,0.15396264512872287,0.10181818181818181,0.03884462151394422,0.06419400855920113,0.06233766233766233,0.029239766081871347,0.015873015873015876,0.0641025641025641,0.04829545454545456,0.13501144164759724,0.06887052341597796,0.10623556581986142,2
0.2920353982300885,0.11615945135019289,0.19349540078843627,0.11103185924869236,0.10702510778594976,0.07605482397205053,0.1563852813852814,0.23417861080485114,0.17207167184954836,0.3127413127413127,0.15326811285977598,0.16104923798358736,0.28112854469555204,0.12921522120243376,0.07463135720734275,0.10523101974353756,0.05740337788830174,0.03262337662337663,0.16589522406900908,0.2481806506849315,0.2449409780775717,0.32041713526224314,0.3241496238211296,0.30355496363077555,0.3290983606557377,0.29089106729816055,0.3583359596596281,0.65232606010704,0.9243100649350648,1.0,0.8769482288828339,0.6619860705459447,0.5012076026462249,0.4027556968733439,0.2739081517848011,0.1942540322580645,0.3285589328668271,0.4591868566080899,0.6088973223698082,0.6676470588235295,0.534221192819919,0.4195360195360196,0.3442389758179232,0.40414841535686674,0.6087574637475122,0.5844761382336808,0.6358203549438609,0.7361485474693023,0.6355376072690561,0.39636363636363636,0.1802788844621514,0.29814550641940085,0.08571428571428572,0.026315789473684206,0.13378684807256236,0.3282051282051282,0.2982954545454546,0.10755148741418763,0.23140495867768596,0.08775981524249424,2
0.15339233038348085,0.15816545220745823,0.1540735873850197,0.09914407988587733,0.14709611970580772,0.13141628594463853,0.19480519480519484,0.009481808158765162,0.09018214127054643,0.19648219648219645,0.12292641429179074,0.2077960140679953,0.5252627033251763,0.3428895534701454,0.16872304142842814,0.09912477101567271,0.0,0.35542857142857137,0.7265937302756155,0.9919734589041096,0.9791315345699831,0.886514671301503,0.6515841898908551,0.41460915889765393,0.3211065573770492,0.7098799427249697,0.959134362853241,0.7275627830382873,0.4780844155844155,0.10450623202301053,0.2752043596730246,0.4147382610649293,0.2827890370681508,0.32782193958664546,0.3257645494527974,0.21229838709677418,0.23092062103651873,0.24363106998024336,0.13799283154121866,0.29139433551198257,0.2545454545454545,0.2056166056166056,0.27427906375274796,0.14158721978871425,0.14003411998862667,0.17430060340098738,0.26421586381745743,0.34860736747529203,0.392226148409894,0.5321212121212121,0.060756972111553786,0.19543509272467902,0.3194805194805195,0.39473684210526316,0.1179138321995465,0.11538461538461538,0.17613636363636367,0.20594965675057206,0.15977961432506887,0.03695150115473442,1
0.21533923303834812,0.22160308615516505,0.20959264126149801,0.11008083689966716,0.13796601572406794,0.12765385649019081,0.17099567099567103,0.13428886438809262,0.20509403228194872,0.38309738309738306,0.5087196937473416,0.6969519343493552,0.6905138908881532,0.4845828606785604,0.5593339351991171,0.730409118664767,0.8165993161330433,0.9140779220779219,0.99737008205344,0.9904751712328768,0.8145025295109611,0.6419588999079849,0.5740171664723958,0.4736195061981355,0.298155737704918,0.06850974776957812,0.053366950309906507,0.0,0.08766233766233766,0.21551081282624907,0.2410899182561308,0.2837564592226466,0.25706185025727185,0.40127186009538945,0.3515393269919198,0.3116935483870968,0.46555871419199646,0.41499428096079866,0.15275142314990514,0.35501089324618734,0.6765489287782281,0.5362637362637362,0.24091555670503037,0.18294254058232412,0.08373613875462041,0.07899067471201317,0.12169503802969937,0.08056304282719377,0.12367491166077739,0.2303030303030303,0.06274900398406374,0.4465049928673323,0.4779220779220779,0.3713450292397661,0.6145124716553289,0.37948717948717947,0.13920454545454547,0.2700228832951945,0.33884297520661155,0.11316397228637412,2
0.13716814159292037,0.17873981997428204,0.17706964520367935,0.17237280076081787,0.14024854171950288,0.2066648750335931,0.31601731601731603,0.5847850055126792,0.16748111950244338,0.02373802373802374,0.27817949808592085,0.3486225087924971,0.22829998560529727,0.3543363926987728,0.45159995987561435,0.5486464481986567,0.4421303491866128,0.3555324675324675,0.3109614980012623,0.2150042808219178,0.19846121416526136,0.09283304365606788,0.2111899968210236,0.5050712017211352,0.36260245901639343,0.34816609758784006,0.511818468326505,0.4973240016467683,0.4464285714285714,0.3883029721955896,0.3691553133514987,0.39710177488204895,0.4393573453743568,0.3987281399046104,0.2015955814667076,0.17500000000000002,0.07347474305707413,0.17936986586253512,0.30381615011596036,0.38997821350762524,0.2955414012738854,0.36068376068376073,0.3314366998577525,0.24826075753671736,0.29314756895081034,0.24012616566099837,0.15229989134371602,0.30997304582210244,0.3235739525492176,0.18545454545454546,0.08067729083665338,0.26105563480741795,0.4597402597402598,0.4385964912280702,0.6439909297052154,0.22051282051282056,0.6789772727272728,0.505720823798627,0.5206611570247933,0.20785219399538105,2
0.2676991150442478,0.13373339048435492,0.1340341655716163,0.06942463147883977,0.43621607912756777,0.4119860252620264,0.23106060606060608,0.16802646085997794,0.2523322967569969,0.2774202774202774,0.40351623422657024,0.4223329425556859,0.5041024902835757,0.3724863359802001,0.5837094994482895,0.7842458782821088,0.9729561703450421,0.9999999999999999,0.9834841152956028,0.8512414383561644,0.8358979763912311,0.9039975462631633,0.5599237045671293,0.3886896834340744,0.5846311475409836,0.6467672651173036,0.6206534299821411,0.48559077809798273,0.5513392857142856,0.44934483860658353,0.46288828337874666,0.32734217029880924,0.36669116874934365,0.3902490726020138,0.2138692850567659,0.09637096774193549,0.10507325606822657,0.05001559737964023,0.2317098882563779,0.3335511982570806,0.2650839606253619,0.32454212454212455,0.22151816888658996,0.07523834063385726,0.17486494171168612,0.301700493691717,0.3980441868888084,0.3216531895777179,0.21352852094901564,0.19636363636363635,0.09262948207171313,0.05420827389443652,0.1012987012987013,0.19883040935672514,0.217687074829932,0.1564102564102564,0.16477272727272732,0.13501144164759724,0.11570247933884298,0.10854503464203233,1
0.2227138643067847,0.40720102871838837,0.42904073587385017,0.3209700427960058,0.40755769718488455,0.432141897339425,0.18885281385281386,0.2968026460859978,0.29734932622538135,0.48620048620048617,0.21225010633772864,0.06184056271981243,0.047358572045487254,0.35877075384139423,0.5404754739693048,0.5371463464278445,0.4974614029634235,0.40384415584415584,0.16095097832947614,0.3828125,0.7600126475548059,0.9729066557611696,0.9353608138179506,0.5450261243725029,0.5151639344262294,0.6504020266549179,0.5496375669713206,0.5295389048991355,0.2062702922077922,0.1636305528922979,0.5808174386920981,0.6649067625252751,0.2612622072876194,0.17604663487016428,0.28086325048583416,0.512399193548387,0.6343756833588454,0.4055318706457316,0.5384777566940756,0.6553376906318082,0.5393167342211929,0.28339438339438344,0.2530712530712531,0.22532852357639782,0.1853852715382428,0.08187054306088866,0.20354943860919955,0.31356693620844567,0.25593134780413934,0.19272727272727275,0.1942231075697211,0.275320970042796,0.6311688311688312,0.3538011695906433,0.14512471655328796,0.3435897435897436,0.2528409090909091,0.32036613272311215,0.09641873278236913,0.22401847575057737,1
