attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,class
0.46613545816733065,0.7071129707112971,0.0,0.0,0.0,0.07625273333333334,0.002586388500870163,0.06956521953011058,0.0007852845485761966,0.3384973094809391,0.32224024900779014,0.39101619741519733,0.2985190966946501,0.6460905275186706,0.46356783710796445,0.23940676653170795,0.39101619741519733,0.27882218,0.09913265505915819,6
0.50199203187251,0.5523012552301255,0.0,0.0,0.0,0.058823529411764705,0.00021330350417559345,0.019875774069827698,0.00043814084706576183,0.0291763486964012,0.006493506521968291,0.06259205034910124,0.015588464595838982,0.7098765302354817,0.28768844017985656,0.4703389653565787,0.06259205034910124,0.915376,0.0506938357368118,3
0.7848605577689243,0.7196652719665272,0.0,0.0,0.0,0.04139430196078431,0.0020622288377378983,0.07577637516916924,0.0011522880712604195,0.3767105717028837,0.3571428623608534,0.44108986420405105,0.327357754408176,0.6069958591868605,0.533919602663127,0.16101695804007454,0.44108986420405105,0.2986217,0.10303996887700018,6
0.9083665338645418,0.7698744769874477,0.0,0.0,0.0,0.16339866666666666,0.00397544417382029,0.09192545764438151,0.001621284612630247,0.3325587593356703,0.31006492199622626,0.39027982775935327,0.29306313973302756,0.6008230255906103,0.4886934733166458,0.2436440313173301,0.39027982775935327,0.29027814,0.08863162639486716,6
0.3147410358565737,0.3514644351464435,0.0,0.0,0.0,0.047930286274509806,0.0017581400162374494,0.02111800117279496,0.000398066635255176,0.14923832530560266,0.15584415944931687,0.17673048028917168,0.11379579302273442,0.8888888856378598,0.28768844017985656,0.28601694612270184,0.17673048028917168,0.39043593,0.17858492762507044,1
0.9123505976095617,0.47280334728033463,0.0,0.0,0.0,0.010893247058823528,0.00018744869950317316,0.0062111802353304185,0.0001095351883232352,0.004647560407360508,0.0,0.013254786353057537,0.0,0.8559670734948938,0.15452261236932147,0.5444915090625899,0.013254786353057537,1.0,0.08090525126305137,3
0.26294820717131473,0.08786610878661087,0.0,0.0,0.0,0.03703701960784314,0.001854884428593269,0.03975156871108269,0.0009456062095496511,0.8799380443048194,0.8409091124926207,0.9425626366527051,0.8511301558494107,0.27572015989178456,0.6520100351806145,0.30296608153637616,0.9425626366527051,0.19062504,0.036547192878182255,2
0.27091633466135456,0.5355648535564853,0.0,0.0,0.0,0.11111109019607843,0.0030947119388533683,0.047204967999691434,0.0012038173184262437,0.12600051978312998,0.11688311593439028,0.14948453129981934,0.10989867389248094,0.7777777683127567,0.26130653516325336,0.4449152374479318,0.15832106658084633,0.38661182,0.153472049392343,3
0.6613545816733067,0.7447698744769874,0.0,0.0,0.0,0.14814813333333332,0.003905299230501274,0.0844720359955257,0.001114024720823885,0.4071779010744509,0.37499998721590916,0.4801177873334478,0.3608729326306178,0.5000000027777779,0.5854271099688145,0.18432200016608047,0.4801177873334478,0.29552308,0.07962082706458556,6
0.12749003984063745,0.5774058577405857,0.0,0.0,0.0,0.021786494117647055,0.0004395344368655719,0.01614906838825662,0.00010953510176370807,0.037955076543921815,0.0300324664770092,0.057437409739047054,0.02494154279215767,0.8189300348803532,0.2185929660456806,0.47457625874389553,0.057437409739047054,0.5783389,0.10104883893934719,1
