attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,attr11,attr12,attr13,attr14,attr15,attr16,attr17,attr18,attr19,class
0.2924901185770751,0.5750000000000001,0.0,0.0,0.0,0.017110266875334356,0.000123242878220269,0.02360248623587042,0.0003660077749850147,0.05241415003606972,0.04051863703823855,0.07879234183510794,0.0358534665361351,0.7350746295597571,0.2705882384083045,0.45540798382992054,0.07879234183510794,0.57870835,0.17216782135545688,2
0.35177865612648224,0.5125000000000001,0.0,0.0,0.0,0.019011409160173003,0.0003435862135864375,0.023602481763821008,0.0002698306981417431,0.018590240932308006,0.007293355002377269,0.0405007353424099,0.0062353856980394175,0.750000004197761,0.24117647152249133,0.48766604658318,0.0405007353424099,0.87610227,0.16333553283381919,1
0.3715415019762846,0.25,0.0,0.0,0.0,0.03612160075033311,0.00109424459604662,0.0496894195223963,0.002714336404262011,0.7366382691444854,0.7050242974475226,0.8114874461598861,0.6866718141333806,0.38059702808253476,0.6647058702076125,0.18026566087084894,0.8114874461598861,0.21226363,0.15126201271837864,1
0.1343873517786561,0.3541666666666667,0.0,0.33333332333333354,0.0,0.07224335891512147,0.0010158197125312992,0.06335402587863193,0.0027811244370026748,0.15156209609797355,0.1515397184079394,0.1840942630037241,0.11691348972989897,0.7854477660245878,0.3235294039792388,0.3187855990984016,0.1840942630037241,0.39949927,0.2295338382419463,2
0.5770750988142292,0.41666666666666663,0.0,0.0,0.0,0.013307986754326442,0.00015311987757815122,0.009937888823733611,8.549092228109612e-05,0.039504260325461206,0.051053485016640886,0.04639175223570138,0.021044426467827698,0.9011194035176264,0.17411765191695497,0.44212525281119364,0.04860088439910984,0.59126985,0.33621909140120654,2
0.8102766798418972,0.22083333333333333,0.0,0.0,0.0,0.0019011389996674108,0.0001372190230613852,0.006211179340920537,9.816051331315302e-05,0.03976246134043258,0.02674230191849515,0.06848306724239273,0.0218238502938784,0.7313432900980172,0.27882353483044975,0.44592032052432407,0.06848306724239273,0.6979798,0.17270548884352965,1
0.5691699604743082,0.37916666666666665,0.0,0.0,0.0,0.030418244390116686,0.0006124806194984383,0.05838508705682689,0.001071308110568215,0.16085722109549871,0.16126417472661406,0.19734904935678166,0.1215900242684326,0.7854477660245878,0.34470587444290657,0.2846300187124858,0.19734904935678166,0.41776258,0.22810362291389857,2
0.6996047430830039,0.46249999999999997,0.0,0.0,0.0,0.01901140573811963,0.00011950816885115775,0.01739129929246588,8.549089631323798e-05,0.04079525145763754,0.05348460456632582,0.04565537595246409,0.02338269584153715,0.9085820941948373,0.16470588820761242,0.4497153899452343,0.049337262007825754,0.54960316,0.3528181762400058,2
0.35177865612648224,0.46249999999999997,0.0,0.33333332333333354,0.0,0.05703423090257239,0.001410089799685072,0.026086960118822354,0.0004985936066892684,0.11283242487474593,0.07455429395911098,0.16789396489032427,0.09119251469392003,0.5335820803422257,0.4223529504567473,0.41555979760485934,0.16789396489032427,0.5847439999999999,0.13378457088881496,1
0.8774703557312252,0.5791666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.1465222690121341e-11,0.0,0.0,0.0,0.0,0.8339552260421307,0.13176471098961934,0.5787476426660522,0.0,0.0,0.5110544163583071,1
0.8102766798418972,0.07916666666666666,0.0,0.0,0.0,0.026615957767207363,0.0005060376514139498,0.018633510743260202,0.00039508874651727257,0.8597986509620033,0.8225283859200032,0.9256259357464952,0.8246297794347692,0.30223883222181946,0.6505882373494809,0.28273245326199287,0.9256259357464952,0.19250989,0.12837158368483786,1
0.8063241106719368,0.3958333333333333,0.0,0.0,0.0,0.026615968033367483,0.00045922340454709724,0.00869566082635647,9.816010215539917e-05,0.12186935931431013,0.1029173420009509,0.15905743623669044,0.10054559078579606,0.6641791126225215,0.33882352741868504,0.417457311821956,0.15905743623669044,0.41640097,0.15554094071748814,1
0.3359683794466403,0.6000000000000001,0.0,0.0,0.0,0.14638784642686808,0.010639968966997083,0.1204968961182052,0.043453414971857986,0.060934679657155065,0.048622365466955954,0.08541973501163672,0.04676539098159341,0.7294776153298339,0.2635294219792387,0.47248578256177787,0.08541973501163672,0.39238540000000005,0.16198336465823815,1
0.7430830039525691,0.2375,0.0,0.0,0.0,0.03802282174239939,0.0005886045877539431,0.02360248623587042,0.00038520959948650744,0.048024789249412524,0.04132901046457869,0.06848306724239273,0.03273577684377936,0.7723880627965581,0.24117647152249133,0.4648956539666365,0.06848306724239273,0.534151,0.212186200796739,1
0.015810276679841896,0.33749999999999997,0.0,0.0,0.0,0.04562738403764724,0.0004929711498748032,0.04844720270514268,0.0009216989124083393,0.13038987778125108,0.13695300840318486,0.15758469029760908,0.0950896268093647,0.8376865691979003,0.29294117827681654,0.3149905194308121,0.15758469029760908,0.42886009999999997,0.2511274153759605,2
0.6363636363636364,0.7458333333333333,0.0,0.0,0.0,0.10456273327068466,0.0010717173342755363,0.1366459450530469,0.003764042202843845,0.39969016575337457,0.3719611051212407,0.46391752235701383,0.3577552499530709,0.5149253830335261,0.5341176497993079,0.2542694667607632,0.46391752235701383,0.27956137,0.15647851382373873,1
0.015810276679841896,0.375,0.0,0.0,0.0,0.0798479109442092,0.0023304110320026333,0.03975154858686033,0.0004381404257283256,0.11799638940345127,0.13371151323915328,0.13181149387473126,0.08807481798675547,0.9048507480166795,0.22588235867128023,0.35483872785701165,0.13402060946965677,0.37685209999999997,0.3077339792438894,2
0.20948616600790512,0.5125000000000001,0.0,0.0,0.0,0.0076045629796585275,2.9877066917383e-05,0.0012422359576250957,1.3357964251463997e-05,0.003614768895887495,0.0,0.010309278569151115,0.0,0.8078358229442804,0.16470588820761242,0.5521821772130386,0.010309278569151115,1.0,0.15944851939146043,1
0.01976284584980237,0.6791666666666667,0.0,0.0,0.0,0.06463878293166012,0.0010158187041805415,0.0645962628201079,0.0029066903559763243,0.1329718600456037,0.11021069700332817,0.11782033123843645,0.17069368602669724,0.6343283633465135,0.09058824158477505,0.8481973597859784,0.1612665717137955,0.38186744,0.9131287515284373,1
0.5098814229249011,0.7416666666666667,0.0,0.0,0.0,0.030418256025098157,0.0003435864253400966,0.026086960118822354,0.0006652259476926545,0.08365608314968499,0.06888169018542699,0.06701030804852497,0.1153546378689123,0.7052238886792713,0.0717647131072664,0.8064516200648835,0.10898380258480264,0.43944263,0.8794059183043236,1
0.7193675889328063,0.6083333333333334,0.0,0.0,0.0,0.02281369030779693,0.0004251585934071608,0.04720497247174084,0.00044768080040978527,0.13710302051442355,0.11993517520206788,0.1237113481317279,0.16757599633434148,0.6716417915460013,0.10000000529411761,0.7950664322955111,0.15832106658084633,0.31418663,0.9148384189752119,1
0.8616600790513833,0.6875,0.0,0.0,0.49999999999999994,0.07224337602538836,0.0018734320145718784,0.11428570470275126,0.0020496525037934678,0.4203459890114946,0.38897892373564763,0.5014727724486541,0.36399064336740006,0.48320894723560387,0.6199999904705882,0.14800762885762725,0.5014727724486541,0.31446242,0.17015033016430103,1
0.2292490118577075,0.36666666666666664,0.0,0.0,0.0,0.026615973166447548,0.000836557736551021,0.022360245716754924,0.00025647271650232605,0.014200878751382767,0.000810372769938191,0.03681884928704823,0.0031176928490197083,0.7369403043279403,0.24352941033217992,0.497153716719896,0.03681884928704823,0.9861110999999999,0.15015676162571423,1
0.20158102766798416,0.37916666666666665,0.0,0.0,0.0,0.024714831566019575,0.0005116444849667003,0.018633538469966553,0.0004087534302011933,0.020139426805249473,0.004862236911363346,0.041973491222581066,0.011691347570028135,0.7220149330481452,0.24117647152249133,0.5161290467466487,0.041973491222581066,0.89973545,0.1313582093172922,1
0.5731225296442688,0.25416666666666665,0.0,0.0,0.0,0.032319377777616565,0.0005116442328790108,0.037267072467883695,0.00041676703908995704,0.18280402502878468,0.1734197834150712,0.23490428619363557,0.13639906433674,0.7108208978718812,0.42470587867820064,0.23149905706642093,0.23490428619363557,0.45092598,0.20755084795486317,2
0.2727272727272727,0.20416666666666666,0.0,0.0,0.0,0.03231940036316884,0.0014079570369975993,0.04844718705296975,0.000985817521465251,0.16576298809490284,0.1636953052163315,0.20544918847239182,0.12548714339868608,0.7667910485666349,0.3611764672871972,0.2770398764551054,0.20544918847239182,0.42082299999999995,0.22345450395779975,2
0.225296442687747,0.35,0.0,0.0,0.0,0.07414450119996012,0.001646971963008854,0.04347825941128823,0.0004942446180075535,0.030983736281448068,0.008914100396386552,0.059646538588758916,0.0218238502938784,0.6716417915460013,0.2764705960207612,0.510436447738623,0.059646538588758916,0.8749174000000001,0.11925663654713614,1
0.7628458498023715,0.4458333333333333,0.0,0.0,0.0,0.015209128012549079,0.00011950819910168048,0.009937888823733611,0.00011754999165616984,0.04363542427995117,0.05510534704299309,0.050810013248821694,0.02494154279215767,0.8992537304285475,0.17647059390311415,0.44022772151629824,0.05154639085753762,0.5438712,0.3303829472763701,2
0.8972332015810276,0.12916666666666665,0.0,0.33333332333333354,0.0,0.07034222347438958,0.0015681451508815405,0.0968944188264336,0.0016093539801866634,0.3106119484310441,0.2884927195177692,0.3586156011883976,0.28059235290436935,0.5820895605090218,0.43529411391003453,0.3453510543047359,0.3586156011883976,0.27157217,0.15512800765463092,1
0.43873517786561267,0.42916666666666664,0.0,0.0,0.0,0.02471483601468896,6.348869800136813e-05,0.014906834353612772,3.2059063528390975e-05,0.03666408401747742,0.04781199204061582,0.0405007353424099,0.0218238502938784,0.8992537304285475,0.15882353483044978,0.4686907131408676,0.04418262007229292,0.5343915,0.3581817011240619,2
0.5494071146245059,0.4375,0.0,0.0,0.0,0.03231941028712362,0.00028756688390575393,0.019875784355541343,5.343179736365917e-05,0.15414407139098596,0.15559157824628508,0.18630337859864962,0.11847233457607685,0.7947761230744597,0.3223529451626297,0.3111954568410213,0.18630337859864962,0.39844838,0.23064298413765905,2
