attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,class
0.0,0.7364864864864865,0.7899159663865547,0.13716814159292037,0.3835664954843279,0.3046402151983859,0.25806451612903225,0.34728450423517687,1
0.5,0.4054054054054055,0.3949579831932773,0.10176991150442478,0.09509474057021428,0.061869535978480154,0.08624094799210007,0.08669656203288492,1
0.5,0.3648648648648648,0.33613445378151263,0.08849557522123895,0.06906321940853549,0.047074646940147936,0.06649111257406187,0.05829596412556054,1
0.0,0.7364864864864865,0.7563025210084033,0.16371681415929204,0.5402868779883124,0.4633490248823133,0.48387096774193544,0.34728450423517687,1
1.0,0.41216216216216217,0.3697478991596639,0.08849557522123895,0.07915707455285993,0.053127101546738394,0.06385780118499013,0.08320876930742405,1
0.5,0.6013513513513514,0.5798319327731093,0.10619469026548672,0.2300336461838144,0.17484868863483521,0.2646477946017116,0.1629297458893872,1
0.0,0.6891891891891891,0.6974789915966386,0.12831858407079647,0.33805560474588275,0.27000672494956285,0.31073074391046734,0.2625809666168411,1
1.0,0.7432432432432432,0.6302521008403361,0.15486725663716813,0.4990260315211617,0.3839946200403497,0.390388413429888,0.3921275535625312,1
0.0,0.7094594594594594,0.6974789915966386,0.13716814159292037,0.3662121480432088,0.29354404841963677,0.2574061882817643,0.3223716990533134,1
0.0,0.6621621621621621,0.6218487394957983,0.08849557522123895,0.2523463786081105,0.20477471418964355,0.21790651744568795,0.17787742899850525,1
0.5,0.7364864864864865,0.7142857142857143,0.20353982300884957,0.3865769435098282,0.2703429724277067,0.3219223173140223,0.3522670652715496,1
1.0,0.6891891891891891,0.680672268907563,0.12831858407079647,0.29909686559234994,0.22730329522528575,0.2192231731402238,0.29247633283507724,1
1.0,0.5067567567567568,0.46218487394957986,0.09292035398230089,0.15795997874977863,0.13920645595158035,0.11652402896642529,0.1180866965620329,1
0.5,0.5810810810810811,0.5546218487394958,0.10176991150442478,0.21746059854790153,0.16274377942165433,0.140882159315339,0.20777279521674144,1
0.5,0.5878378378378378,0.5798319327731093,0.11061946902654868,0.1923145032760758,0.17484868863483521,0.15075707702435812,0.1365221723966119,1
0.0,0.5945945945945946,0.5714285714285715,0.11946902654867259,0.3559412077209138,0.3167451244115669,0.3278472679394338,0.2496263079222721,1
1.0,0.4054054054054055,0.38655462184873945,0.07964601769911504,0.08942801487515495,0.07935440484196368,0.07768268597761685,0.0657698056801196,1
1.0,0.6756756756756757,0.6638655462184874,0.11946902654867259,0.30795112449088013,0.3019502353732346,0.21263989466754443,0.22272047832585953,1
0.0,0.7297297297297297,0.7058823529411764,0.15486725663716813,0.38994156189126966,0.3110289172831203,0.40684660961158653,0.27005480817140015,1
0.0,0.6554054054054055,0.6218487394957983,0.11946902654867259,0.29998229148220296,0.21889710827168793,0.29032258064516125,0.2620827105132038,1
0.5,0.8851351351351351,0.8655462184873949,0.14601769911504425,0.713476182043563,0.7178883658372561,0.5497037524687294,0.43198804185351275,1
0.0,0.43918918918918926,0.3949579831932773,0.10176991150442478,0.09828227377368515,0.07431069266980497,0.07504937458854509,0.07324364723467863,1
0.0,0.7905405405405406,0.823529411764706,0.16371681415929204,0.4667965291305118,0.3560860793544047,0.34628044766293614,0.4519182859990035,1
0.0,0.472972972972973,0.46218487394957986,0.11504424778761063,0.1553037010802196,0.10154673839946199,0.12244897959183672,0.15296462381664178,1
1.0,0.4932432432432433,0.5042016806722689,0.10619469026548672,0.1746059854790154,0.1546738399462004,0.14417379855167872,0.1230692575984056,1
0.0,0.5675675675675675,0.5798319327731093,0.12389380530973453,0.2746591110324066,0.13483523873570946,0.23633969716919023,0.247633283507723,1
1.0,0.5,0.47058823529411764,0.08849557522123895,0.17265804852133876,0.18392737054472091,0.11257406188281763,0.10861983059292478,1
0.0,0.5337837837837838,0.5546218487394958,0.11946902654867259,0.20807508411545955,0.18527236045729656,0.1573403554970375,0.1679123069257599,1
0.5,0.6554054054054055,0.6554621848739496,0.1592920353982301,0.3191074907030282,0.2397444519166106,0.26859776168531924,0.29247633283507724,1
1.0,0.5405405405405406,0.5210084033613446,0.12389380530973453,0.1602620860633965,0.11432414256893073,0.15470704410796576,0.1559541604384654,1
