attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,class
0.0,0.40860215053763427,0.42105263157894746,0.4,0.13437570813505553,0.09730848861283646,0.14467253176930595,0.10362694300518138,1
0.0,0.6881720430107527,0.7105263157894737,0.6,0.4559256741445729,0.43850931677018634,0.3255131964809384,0.27461139896373055,1
1.0,0.4193548387096775,0.4078947368421053,0.4222222222222223,0.15023793337865401,0.10890269151138716,0.13098729227761485,0.10880829015544041,1
1.0,0.5268817204301075,0.5131578947368423,0.5777777777777777,0.22003172445048724,0.1677018633540373,0.25317693059628543,0.13989637305699482,1
1.0,0.4193548387096775,0.35526315789473695,0.4,0.14933152050759124,0.13043478260869568,0.09872922776148584,0.11036269430051815,1
0.0,0.7419354838709677,0.75,0.6666666666666667,0.4545660548379788,0.35734989648033133,0.40469208211143687,0.2886010362694301,1
1.0,0.4408602150537635,0.368421052631579,0.6444444444444445,0.3376387944708816,0.21780538302277436,0.30400782013685235,0.28911917098445594,1
0.5,0.09677419354838712,0.0921052631578948,0.26666666666666666,0.014049399501472923,0.0016563146997929587,0.011730205278592379,0.020725388601036267,1
0.5,0.13978494623655902,0.17105263157894746,0.35555555555555557,0.03308406979379107,0.01739130434782609,0.040078201368523955,0.031088082901554417,1
0.5,0.6451612903225805,0.6578947368421053,0.8,0.7863131656469524,0.7449275362318842,0.7751710654936461,0.4155440414507773,1
0.5,0.7634408602150538,0.7763157894736843,0.7333333333333334,0.5291185134828915,0.4542443064182195,0.469208211143695,0.34196891191709844,1
0.5,0.6344086021505375,0.7105263157894737,0.5777777777777777,0.33220031724450494,0.2658385093167702,0.2805474095796676,0.23730569948186528,1
0.5,0.5698924731182797,0.5394736842105263,0.5777777777777777,0.33945162021300707,0.21366459627329193,0.3255131964809384,0.27979274611398963,2
1.0,0.4731182795698925,0.44736842105263164,0.5555555555555557,0.19714479945615226,0.15900621118012426,0.20625610948191592,0.13367875647668392,1
0.5,0.6236559139784945,0.6578947368421053,0.6,0.3752549286199865,0.28488612836438926,0.3636363636363636,0.2430051813471503,1
