attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,class
0.009962640099626401,0.38405797101449274,0.013265178559026572,0.04406016465763985,0.15928270042194095,0.769722814498934,8.276140492531286e-05,0.011782166222437607,0.032432901183714176,0.08564310183743383,1
0.007471980074719801,0.014492753623188406,0.0003889267012070618,0.0023817815129806162,0.31329113924050633,0.8816631130063965,0.00024222850222042796,0.0006360552459413617,0.0010623075922473225,0.002802865151043289,1
0.0112079701120797,0.08514492753623189,0.0032850416012667897,0.008925628453257305,0.26160337552742613,0.5266524520255864,0.0002321356479612434,0.004331233341410225,0.005636734162944977,0.02055434444098412,1
0.033623910336239106,0.3079710144927536,0.033204617115552906,0.011359552172933354,0.21729957805907174,0.9061833688699361,0.00019983851433185305,0.03737581778531621,0.09456705545679227,0.1930862659607599,1
0.0037359900373599006,0.947463768115942,0.014508354978956289,0.2439380029162391,0.5168776371308017,0.5767590618336886,0.00798748486071861,0.03437727162587836,0.027251441703160906,0.008408595453129867,2
0.0049813200498132005,0.021739130434782608,0.0004028169405358854,0.004828740784330521,0.22151898734177217,0.6716417910447762,8.477997577714975e-05,0.00048461352071722797,0.0008238303776611888,0.0034257240734973534,1
0.0224159402241594,0.0018115942028985507,0.00021529870959676635,0.00018249772343401123,0.8059071729957805,0.8038379530916844,0.006055712555510699,0.0009086503513448025,0.0005203139227333824,0.0,2
0.0112079701120797,0.22644927536231885,0.008702234939508008,0.023450957461270443,0.37763713080168776,0.8219616204690832,0.0003290270488494146,0.015598497698085776,0.02259029614534102,0.06072874493927126,1
0.006226650062266501,0.034420289855072464,0.0007847985220785354,0.0061937492667502175,0.279535864978903,0.9818763326226012,0.00010496568429551876,0.0011206687666585897,0.002406451892641894,0.00747430706944877,1
0.0112079701120797,0.03804347826086957,0.0014793104885197173,0.004083852117252925,0.23734177215189872,0.568230277185501,0.00014937424303593057,0.001817300702689605,0.002688288600789143,0.01058860168171909,1
0.0,0.03260869565217391,8.334143597294182e-05,0.03536917613451199,0.7774261603375527,1.0,0.0005551069842551473,0.0004240368306275745,0.0002601569613666912,0.0009342883836810964,2
0.008717310087173101,0.02536231884057971,0.0007847985220785354,0.0034786300752523776,0.2531645569620253,0.7953091684434968,0.00016955995155429958,0.0010298037315241094,0.0019511772102501841,0.005605730302086578,1
0.0,0.034420289855072464,9.028655563735364e-05,0.03723139780220598,0.8417721518987341,1.0,0.0015139281388776747,0.00048461352071722797,0.00028183670814724884,0.0003114294612270321,2
0.20174346201743462,0.2898550724637681,0.18221215951550845,0.0018268394560078064,0.49683544303797467,0.8901918976545843,0.0014937424303593056,0.41567724739520234,0.510341239214326,0.5085643101837434,2
0.0149439601494396,0.0,4.1670717986470915e-05,0.00013035551673857946,1.0,1.0,0.002422285022204279,0.000363460140537921,0.0001300784806833456,0.0,2
0.008717310087173101,0.021739130434782608,0.0006736766074479464,0.0030130746583288794,0.36075949367088606,0.9072494669509594,0.00025837706903512306,0.00121153380179307,0.0019078177166890688,0.005294300840859545,1
0.0149439601494396,0.7481884057971014,0.037330018196213524,0.05929127567770901,0.32172995780590724,0.6300639658848615,0.00041986273718207516,0.0580930457959777,0.07603087195941552,0.19370912488321396,1
0.0,0.06159420289855073,0.0001944633506035309,0.06516472281761587,0.819620253164557,1.0,0.0017501009285425919,0.000848073661255149,0.0006070329098556129,0.0006228589224540643,2
0.006226650062266501,0.018115942028985508,0.00040976206020029726,0.00340041676520923,0.29641350210970463,0.7899786780383795,0.00013928138877674606,0.0006360552459413617,0.0009972683519056497,0.003737153534724385,1
0.0,0.266304347826087,0.0009792618726820663,0.275595771267037,0.9567510548523208,1.0,0.009352038756560354,0.0042706566513205715,0.003056844296058622,0.0006228589224540643,2
0.009962640099626401,0.06340579710144928,0.002201602933618546,0.00743585111910211,0.6350210970464135,0.9147121535181237,0.0010940654016955995,0.006390840804458444,0.006308806313142263,0.009965742759265027,1
0.007471980074719801,0.06521739130434784,0.001750170155431778,0.009830668183756585,0.2668776371308017,1.0,9.285425918449737e-05,0.0023624909134964864,0.0054632961887005164,0.016505761445032702,1
0.0012453300124533001,0.043478260869565216,0.00029864014556970817,0.023264735294501043,0.32489451476793246,1.0,0.0007064997981429148,0.0005149018657620547,0.0009322291115639769,0.0009342883836810964,2
0.007471980074719801,0.21014492753623187,0.005639437167502396,0.031112137402163533,0.14135021097046416,0.8368869936034115,5.2482842147759395e-05,0.004573540101768839,0.014893986038243073,0.037371535347243856,1
0.0049813200498132005,0.02355072463768116,0.0004375425388579445,0.00520118511786932,0.21624472573839665,0.8017057569296376,0.0005248284214775939,0.0005149018657620547,0.00108398733902788,0.0012457178449081284,1
0.0112079701120797,0.059782608695652176,0.0023127248482491354,0.006318518118485715,0.26476793248945146,0.7867803837953092,0.00016350423899878886,0.0030894111945723285,0.005745132896847765,0.017440049828713798,1
0.008717310087173101,0.02355072463768116,0.0007292375647632409,0.0032458523667906283,0.36919831223628696,1.0,0.00011102139685102949,0.001332687181972377,0.0022763734119585484,0.008720024914356899,1
0.0037359900373599006,0.016304347826086956,0.00022918894892559,0.004642518617561122,0.47257383966244726,0.8933901918976546,0.0006055712555510698,0.0005754785558517082,0.0006287126566361704,0.0012457178449081284,1
0.007471980074719801,0.034420289855072464,0.0009237009153667718,0.0053073317529278765,0.3449367088607595,1.0,0.00012313282196205089,0.001574993942330991,0.002883406321814161,0.009965742759265027,1
0.009962640099626401,0.043478260869565216,0.0015140360868417762,0.005160216241180052,0.2078059071729958,0.9051172707889125,0.00010294711344368187,0.0016658589774654713,0.0042925898625504055,0.011211460604173155,1
0.012453300124533,0.47101449275362317,0.019890822718875448,0.04417189795770148,0.19092827004219412,0.6130063965884861,0.00015139281388776746,0.020202326144899443,0.03952217838095651,0.1183431952662722,1
0.0,0.286231884057971,0.0010556581889905963,0.29608020961167086,0.9936708860759496,1.0,0.03169156237383932,0.0047552701720378,0.0032953215106447556,0.0,2
0.009962640099626401,0.04891304347826087,0.0017015543177808954,0.005780336056522152,0.279535864978903,0.9744136460554371,0.00019176423092450543,0.002392779258541313,0.0051814594805532676,0.012457178449081284,1
0.009962640099626401,0.9221014492753623,0.031829483421999365,0.10551347969154161,0.10232067510548523,0.5106609808102346,4.440855874041178e-05,0.020747516355706326,0.053700732775441185,0.17440049828713797,1
0.0049813200498132005,0.14492753623188406,0.0027641576264359033,0.030154955464968814,0.2732067510548523,0.9658848614072495,6.055712555510701e-05,0.003786043130603344,0.008346702510514677,0.029897228277795083,1
0.0149439601494396,0.06702898550724638,0.0033822732765685553,0.005430238382995681,0.2869198312236287,0.9307036247334756,0.0005672184093661688,0.004815846862127453,0.009864284785153709,0.012768607910308316,1
0.008717310087173101,0.007246376811594203,0.00022918894892559,0.0011508529906348872,0.23523206751054854,0.4136460554371002,0.0005389584174404522,0.0003028834504482675,0.0002384772145861336,0.0006228589224540643,2
0.0049813200498132005,0.009057971014492754,0.0001597377522814718,0.0022216304495589327,0.40189873417721517,0.9648187633262262,0.0001271699636657246,0.000363460140537921,0.00047695442917226725,0.0021800062285892248,1
0.0,0.02355072463768116,4.8615837650882727e-05,0.02605806779604203,0.9251054852320676,1.0,0.002422285022204279,0.000363460140537921,0.00015175822746390323,0.0,2
0.0660024906600249,0.644927536231884,0.13383940105288014,0.012298111893451126,0.26054852320675104,0.6321961620469083,0.0010900282599919258,0.17461230918342624,0.2735767246238564,0.2802865151043289,2
0.0112079701120797,0.0778985507246377,0.0030072368146903173,0.00818073978617971,0.27637130801687765,0.5980810234541578,0.0001857085183689947,0.0041495032711412645,0.005788492390408881,0.02211149174711928,1
0.008717310087173101,0.2427536231884058,0.0074521133999138804,0.031411955090662254,0.026371308016877627,0.24733475479744133,0.0001090028259991926,0.0024836442936757934,0.006720721501972857,0.016505761445032702,1
0.012453300124533,0.007246376811594203,0.00033336574389176727,0.0008342753071269085,0.6360759493670887,0.708955223880597,0.0022204279370205892,0.0010600920765689362,0.0007154316437584008,0.0006228589224540643,1
0.0112079701120797,0.1141304347826087,0.004396260747572681,0.011905183121567693,0.4873417721518988,0.9637526652452024,0.00037141703673798947,0.009934577174703176,0.013246325282920695,0.035814388041108695,1
0.0024906600249066007,0.003623188405797101,1.3890239328823643e-05,0.0018491861160201343,0.7658227848101266,0.7633262260127932,0.0012111425111021397,0.0001817300702689605,0.0,0.0,1
0.007471980074719801,0.010869565217391306,0.0002916950259052963,0.0018491861160201343,0.3322784810126583,1.0,7.670569236980213e-05,0.0005149018657620547,0.0009105493647834193,0.003737153534724385,1
0.012453300124533,0.03260869565217391,0.0014029141722111873,0.0032030212684336663,0.5759493670886076,0.943496801705757,0.0012817924909164311,0.003755754785558517,0.004140831635086503,0.004982871379632514,1
0.0,0.08152173913043478,0.00027085966691206087,0.08564916116224978,0.1972573839662447,1.0,7.670569236980213e-05,0.0003028834504482675,0.0008455101244417465,0.0021800062285892248,2
0.0,0.24456521739130435,0.0008959204367091246,0.25324911125470906,0.960970464135021,1.0,0.006408962454582156,0.003937484855827477,0.002796687334691931,0.0009342883836810964,2
0.0049813200498132005,0.010869565217391306,0.0001944633506035309,0.0025940747830977312,0.39767932489451474,0.8784648187633262,0.000302785627775535,0.0004240368306275745,0.0005203139227333824,0.0015571473061351607,1
0.008717310087173101,0.14855072463768115,0.004562943619518565,0.01930751425065131,0.3649789029535865,0.9360341151385927,0.0002321356479612434,0.007965834746789436,0.01337640376360404,0.03799439426969792,1
0.008717310087173101,0.059782608695652176,0.0018404567110691318,0.007901406536025609,0.3871308016877637,0.7686567164179103,0.00020185708518368994,0.003422582990065423,0.004466027836794867,0.017440049828713798,1
0.006226650062266501,0.02355072463768116,0.00053477421415971,0.004331527599056226,0.5358649789029536,0.9243070362473348,0.0002503027856277756,0.0013932638720620305,0.0015392620214195896,0.006228589224540642,1
0.0112079701120797,0.1503623188405797,0.005785284680455045,0.01562962645695568,0.2394514767932489,0.8891257995735606,0.00013120710536939845,0.007057184395444633,0.016173091098295973,0.04391155403301153,1
0.007471980074719801,0.05434782608695652,0.0014584751295264816,0.008234744214542834,0.17827004219409284,0.8432835820895522,0.00015744852644327813,0.0014235522171068573,0.0038589949269392534,0.008097165991902834,1
0.0112079701120797,0.10507246376811595,0.00404900476435209,0.010974072287720698,0.370253164556962,0.7782515991471216,0.00039967702866370615,0.00717833777562394,0.009972683519056497,0.024602927436935536,1
0.009962640099626401,0.057971014492753624,0.002014084702679427,0.00681573130376001,0.3924050632911392,0.9680170575692963,0.00017157852240613647,0.003786043130603344,0.006092008845336686,0.020865773902211154,1
0.009962640099626401,0.1648550724637681,0.005701943244482102,0.019022594335494133,0.3143459915611814,0.9115138592750534,0.00021598708114654823,0.008753331717954931,0.016303169578979315,0.04328869511055746,1
0.008717310087173101,0.4329710144927536,0.013286013918019807,0.055853614479145906,0.14978902953586495,0.48294243070362475,6.863140896245457e-05,0.011267264356675553,0.02126783159172701,0.08657739022111492,1
0.006226650062266501,0.043478260869565216,0.00099315211201089,0.007746842137607007,0.3037974683544304,0.8795309168443497,8.477997577714975e-05,0.0015144172522413375,0.002731648094350258,0.010900031142946123,1
0.0149439601494396,0.043478260869565216,0.002208548053282958,0.0035680167153016892,0.19198312236286919,0.23880597014925375,0.0019903108599111825,0.002271625878362006,0.0018644582231279539,0.0018685767673621927,1
0.0012453300124533001,0.05615942028985507,0.0003958718208714736,0.029782511131430017,0.48945147679324896,0.5,0.006459426725878078,0.0009692270414344559,0.0005853531630750552,0.0,2
0.008717310087173101,0.0018115942028985507,6.250607697970637e-05,0.0004525198652496401,0.5390295358649788,0.5341151385927505,0.0016148566814695195,0.00024230676035861398,4.3359493561115185e-05,0.0,1
0.006226650062266501,0.13405797101449274,0.0030766880113344353,0.023264735294501043,0.3206751054852321,0.9712153518123667,9.487283003633426e-05,0.004815846862127453,0.009343970862420326,0.033634381812519466,1
0.009962640099626401,0.6666666666666666,0.023016126567860767,0.07633805282377983,0.2921940928270042,0.6151385927505331,0.00033710133225676217,0.033105161133995635,0.04585266444087933,0.1270632201806291,1
0.0,0.06340579710144928,0.00020140847026794276,0.06702694448530987,0.560126582278481,1.0,0.0008578926120306823,0.000605766900896535,0.0006287126566361704,0.0009342883836810964,2
