attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,attr9,attr10,class
0.009962640099626401,0.532608695652174,0.018390676871362494,0.06102686627199981,0.15611814345991562,0.5298507462686567,0.00010092854259184498,0.016052822873758178,0.03199930624810302,0.10993459981314234,1
0.008717310087173101,0.2536231884057971,0.007785479143805648,0.03280862134143275,0.33649789029535865,0.9754797441364604,0.00016955995155429958,0.012630239883692756,0.023739322724710573,0.07038305823730925,1
0.0112079701120797,0.05253623188405797,0.0020349200616726626,0.005573629451408118,0.32172995780590724,0.8614072494669509,0.00023011707710940657,0.0032105645747516356,0.005506655682261632,0.015260043600124572,1
0.007471980074719801,0.02355072463768116,0.0006320058894614754,0.0037114077837141265,0.290084388185654,0.8368869936034115,9.083568833266048e-05,0.0009389386963896293,0.0016476607553223778,0.006540018685767673,1
0.0112079701120797,0.07246376811594203,0.0027988832247579625,0.007622073285871509,0.23839662447257387,0.6076759061833689,0.00018772708922083165,0.003422582990065423,0.0054632961887005164,0.018062908751167863,1
0.0149439601494396,0.06702898550724638,0.0033822732765685553,0.005430238382995681,0.24578059071729957,0.9008528784648188,0.0005288655631812677,0.004240368306275745,0.009560768330225903,0.011834319526627219,1
0.012453300124533,0.012681159420289856,0.0005625546928173572,0.0013407996007396743,0.3407172995780591,0.5756929637526652,0.0006318126766249495,0.0009692270414344559,0.0009972683519056497,0.0021800062285892248,1
0.019925280199252802,0.7192028985507246,0.04694206381175948,0.04358529813237788,0.28270042194092826,0.582089552238806,0.0008679854662898667,0.0654531136418706,0.08910375926809175,0.12675179071940207,1
0.0049813200498132005,0.010869565217391306,0.0001944633506035309,0.0025940747830977312,0.5474683544303798,1.0,0.000302785627775535,0.0005754785558517082,0.0006070329098556129,0.0021800062285892248,1
0.008717310087173101,0.1467391304347826,0.0045073826622032695,0.019074736542189562,0.379746835443038,0.7899786780383795,0.0003593056116269681,0.008147564817058396,0.011273468325889952,0.029897228277795083,1
0.013698630136986302,0.5615942028985508,0.025870570749934024,0.04825016340995133,0.1508438818565401,0.7665245202558635,0.00012918853451756156,0.021989338502544222,0.06302302389108096,0.1376518218623482,1
0.034869240348692404,0.08514492753623189,0.009618990735210367,0.0030689413083596993,0.06751054852320673,0.2196162046908316,0.0008195397658457811,0.004876423552217107,0.007934787321684083,0.009654313298037995,2
0.007471980074719801,0.028985507246376812,0.0007778534024141236,0.004510300879154849,0.4240506329113924,0.8571428571428571,0.0004400484457004442,0.0016052822873758178,0.0020812556909335297,0.004982871379632514,1
0.019925280199252802,0.19746376811594202,0.012938757934799218,0.012037400859973965,0.12974683544303797,0.5767590618336886,9.285425918449737e-05,0.009904288829658348,0.024302996141005073,0.06944876985362816,1
0.007471980074719801,0.06340579710144928,0.0017015543177808954,0.009564370485276344,0.23839662447257387,0.9328358208955224,5.0464271295922505e-05,0.0020898958080930456,0.004964662012747692,0.017128620367486767,1
0.008717310087173101,0.04710144927536232,0.0014515300098620698,0.0062719625767933655,0.16455696202531647,0.8422174840085288,9.083568833266048e-05,0.001332687181972377,0.0038373151801586957,0.009342883836810962,1
0.012453300124533,0.3423913043478261,0.014466684260969817,0.03215311931440447,0.1972573839662447,0.4211087420042644,0.0002240613645538958,0.01511388417736855,0.020552399947968605,0.07349735284957958,1
