attr1,attr2,attr3,attr4,attr5,attr6,attr7,attr8,class
1.0,0.4408602150537635,0.39473684210526316,0.4,0.16949920688873785,0.14244306418219466,0.1300097751710655,0.11658031088082901,1
0.5,0.817204301075269,0.7763157894736843,0.6666666666666667,0.5418082936777702,0.5146997929606627,0.4682306940371455,0.3119170984455959,1
0.5,0.7634408602150538,0.8026315789473686,0.688888888888889,0.5581237253569,0.4749482401656316,0.5386119257086999,0.3626943005181348,1
0.0,0.6774193548387097,0.6578947368421053,0.6444444444444445,0.41513709494674833,0.3366459627329193,0.4613880742913001,0.2569948186528498,1
0.5,0.17204301075268813,0.23684210526315785,0.3777777777777778,0.039202356673464764,0.01697722567287785,0.044965786901270774,0.036269430051813475,1
1.0,0.6129032258064515,0.618421052631579,0.5333333333333334,0.29186494448221173,0.23602484472049695,0.21309872922776146,0.2150259067357513,1
0.0,0.78494623655914,0.75,0.7777777777777778,0.5359166100158623,0.35900621118012427,0.6392961876832844,0.3160621761658031,2
0.0,0.6236559139784945,0.6447368421052633,0.7111111111111111,0.3768411511443463,0.2770186335403727,0.2678396871945259,0.2642487046632125,2
0.5,0.6236559139784945,0.605263157894737,0.48888888888888893,0.3501019714479946,0.2795031055900621,0.30107526881720426,0.24352331606217623,1
1.0,0.4301075268817205,0.39473684210526316,0.48888888888888893,0.1676863811466123,0.1598343685300207,0.10557184750733138,0.1139896373056995,1
1.0,0.4623655913978495,0.4342105263157895,0.48888888888888893,0.16020847496034446,0.11552795031055903,0.08015640273704787,0.13367875647668392,2
0.0,0.956989247311828,0.9342105263157896,0.8666666666666667,0.9141173804668028,0.5006211180124225,0.7204301075268816,0.9999999999999999,2
0.5,0.7204301075268817,0.6973684210526316,0.6,0.436664400634489,0.3743271221532092,0.4956011730205278,0.2367875647668394,1
1.0,0.34408602150537637,0.3026315789473685,0.4,0.11941989576251985,0.10766045548654245,0.08699902248289347,0.08290155440414508,1
0.5,0.7096774193548387,0.7763157894736843,1.0,0.6879673691366419,0.40289855072463776,0.5962854349951124,0.6735751295336787,2
0.5,0.903225806451613,0.855263157894737,0.7777777777777778,0.541355087242239,0.4161490683229814,0.3978494623655914,0.3937823834196892,2
1.0,0.6666666666666667,0.6447368421052633,0.48888888888888893,0.33355993655109906,0.32422360248447213,0.23851417399804492,0.21243523316062177,1
0.0,0.806451612903226,0.855263157894737,0.7777777777777778,0.5909811919329255,0.370600414078675,0.5640273704789834,0.544041450777202,2
0.0,0.806451612903226,0.6710526315789476,0.6444444444444445,0.620892816677997,0.5333333333333334,0.5894428152492669,0.14766839378238342,1
0.5,0.6666666666666667,0.6578947368421053,0.6444444444444445,0.43779741672331757,0.37639751552795037,0.37536656891495596,0.261139896373057,1
0.0,0.795698924731183,0.7631578947368423,0.6444444444444445,0.5377294357579878,0.44016563146997945,0.5904203323558163,0.3264248704663213,1
1.0,0.4301075268817205,0.4342105263157895,0.48888888888888893,0.1586222524359846,0.11055900621118013,0.14467253176930595,0.13989637305699482,1
0.5,0.6129032258064515,0.5921052631578947,0.5111111111111112,0.29911624745071386,0.25175983436853006,0.3108504398826979,0.17927461139896375,1
0.5,0.78494623655914,0.736842105263158,0.6222222222222222,0.6186267845003401,0.45217391304347837,0.552297165200391,0.3523316062176166,2
0.5,0.870967741935484,0.8947368421052633,0.8444444444444444,0.7561749376841151,0.6368530020703935,0.7556207233626588,0.4362694300518135,1
0.5,0.5161290322580645,0.605263157894737,0.8,0.38477226376614554,0.20952380952380956,0.35972629521016614,0.3264248704663213,2
0.5,0.6236559139784945,0.7105263157894737,0.8,0.4103784273736688,0.34616977225672885,0.31476050830889535,0.27461139896373055,2
0.5,0.4731182795698925,0.5657894736842106,0.5333333333333334,0.25039655563109,0.21242236024844724,0.21896383186705765,0.17253886010362696,1
0.5,0.5806451612903227,0.5921052631578947,0.6,0.3401314298663042,0.30434782608695654,0.31476050830889535,0.21554404145077724,1
0.5,0.5161290322580645,0.5131578947368423,0.5777777777777777,0.29571719918422845,0.2542443064182195,0.303030303030303,0.15025906735751296,1
0.0,0.7634408602150538,0.7763157894736843,0.7333333333333334,0.5384092454112848,0.4004140786749483,0.42815249266862165,0.46113989637305697,2
1.0,0.5376344086021507,0.5526315789473684,0.4222222222222223,0.20416949920688876,0.17142857142857149,0.18377321603128055,0.15440414507772018,1
0.0,0.6344086021505375,0.6973684210526316,0.6666666666666667,0.3376387944708816,0.32256728778467914,0.3274682306940371,0.2051813471502591,1
1.0,0.40860215053763427,0.4078947368421053,0.5111111111111112,0.18060276455925675,0.1262939958592133,0.15053763440860213,0.1295336787564767,1
0.0,0.33333333333333337,0.5,0.4,0.1085429413097666,0.0749482401656315,0.13391984359726294,0.09326424870466324,1
0.0,0.6021505376344087,0.5657894736842106,0.7333333333333334,0.6981645139360981,0.6045548654244308,0.6265884652981427,0.42746113989637313,1
1.0,0.5806451612903227,0.5131578947368423,0.5333333333333334,0.2687514162701111,0.2368530020703934,0.23460410557184747,0.18756476683937826,1
0.5,0.5268817204301075,0.5131578947368423,0.6222222222222222,0.2642193519147973,0.19585921325051764,0.2561094819159335,0.1917098445595855,1
